"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","source_name_ch2","organism_ch2","characteristics_ch2","treatment_protocol_ch2","growth_protocol_ch2","molecule_ch2","extract_protocol_ch2","label_ch2","label_protocol_ch2","taxid_ch2","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count"
"GSM211209","Benign Prostate  9","GSM211209","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  9","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211209/GSM211209.txt.gz","43931"
"GSM211210","Benign Prostate  10","GSM211210","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  10","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211210/GSM211210.txt.gz","43931"
"GSM211211","Benign Prostate  11","GSM211211","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  11","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211211/GSM211211.txt.gz","43931"
"GSM211212","Benign Prostate  12","GSM211212","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  12","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211212/GSM211212.txt.gz","43931"
"GSM211213","Benign Prostate  13","GSM211213","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  13","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211213/GSM211213.txt.gz","43931"
"GSM211214","Benign Prostate  14","GSM211214","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  14","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211214/GSM211214.txt.gz","43931"
"GSM211215","Benign Prostate  15","GSM211215","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  15","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211215/GSM211215.txt.gz","43931"
"GSM211216","Benign Prostate  16","GSM211216","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  16","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211216/GSM211216.txt.gz","43931"
"GSM211217","Local Prostate Cancer 1","GSM211217","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Local Prostate Cancer 1","Homo sapiens","Localized prostate tumor, Gleason sum: 4+3",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Localized prostate tumor, Gleason sum: 4+3","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211217/GSM211217.txt.gz","43931"
"GSM211218","Local Prostate Cancer 2","GSM211218","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Local Prostate Cancer 2","Homo sapiens","Localized prostate tumor, Gleason sum: 3+3",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Localized prostate tumor, Gleason sum: 3+3","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211218/GSM211218.txt.gz","43931"
"GSM211219","Local Prostate Cancer 3","GSM211219","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Local Prostate Cancer 3","Homo sapiens","Localized prostate tumor, Gleason sum: 3+3",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Localized prostate tumor, Gleason sum: 3+3","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211219/GSM211219.txt.gz","43931"
