"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","ResourceName","RDataPath","Tags"
"icgcca_scores_20230215","icgcca_scores_20230215 Various gene expression risk and marker scores data of icgcca cohort in curatedPCaData package","3.17",NA,"tar.gz","https://dcc.icgc.org/releases/current/Projects/PRAD-CA","Release28","Homo sapiens","9606",NA,"ICGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","icgcca_scores_20230215.Rds","curatedPCaData/icgcca_scores_20230215.Rds","scores"
"icgcca_mcp_20230215","icgcca_mcp_20230215 Deconvolution using MCP counter data of icgcca cohort in curatedPCaData package","3.17",NA,"tar.gz","https://dcc.icgc.org/releases/current/Projects/PRAD-CA","Release28","Homo sapiens","9606",NA,"ICGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","icgcca_mcp_20230215.Rds","curatedPCaData/icgcca_mcp_20230215.Rds","mcp"
"icgcca_colData_20230215","icgcca_colData_20230215 Clinical metadata (colData-slot) of icgcca cohort in curatedPCaData package","3.17",NA,"TXT","https://dcc.icgc.org/releases/current/Projects/PRAD-CA","Release28","Homo sapiens","9606",NA,"ICGC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","icgcca_colData_20230215.Rds","curatedPCaData/icgcca_colData_20230215.Rds","clinical"
"icgcca_sampleMap_20230215","icgcca_sampleMap_20230215 MAE-object sampleMap of icgcca cohort in curatedPCaData package","3.17",NA,"TXT","https://dcc.icgc.org/releases/current/Projects/PRAD-CA","Release28","Homo sapiens","9606",NA,"ICGC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","icgcca_sampleMap_20230215.Rds","curatedPCaData/icgcca_sampleMap_20230215.Rds","sampleMap"
"igc_gex.rma_20230215","igc_gex.rma_20230215 Gene expression (RMA) data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_gex.rma_20230215.Rds","curatedPCaData/igc_gex.rma_20230215.Rds","gex.rma"
"igc_cibersort_20230215","igc_cibersort_20230215 Deconvolution using CIBERSORTx data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_cibersort_20230215.Rds","curatedPCaData/igc_cibersort_20230215.Rds","cibersort"
"igc_xcell_20230215","igc_xcell_20230215 Deconvolution using xCell data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_xcell_20230215.Rds","curatedPCaData/igc_xcell_20230215.Rds","xcell"
"igc_epic_20230215","igc_epic_20230215 Deconvolution using EPIC data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_epic_20230215.Rds","curatedPCaData/igc_epic_20230215.Rds","epic"
"igc_quantiseq_20230215","igc_quantiseq_20230215 Deconvolution using quanTIseq data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_quantiseq_20230215.Rds","curatedPCaData/igc_quantiseq_20230215.Rds","quantiseq"
"igc_estimate_20230215","igc_estimate_20230215 Deconvolution using ESTIMATE data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_estimate_20230215.Rds","curatedPCaData/igc_estimate_20230215.Rds","estimate"
"igc_scores_20230215","igc_scores_20230215 Various gene expression risk and marker scores data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_scores_20230215.Rds","curatedPCaData/igc_scores_20230215.Rds","scores"
"igc_mcp_20230215","igc_mcp_20230215 Deconvolution using MCP counter data of igc cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","igc_mcp_20230215.Rds","curatedPCaData/igc_mcp_20230215.Rds","mcp"
"igc_colData_20230215","igc_colData_20230215 Clinical metadata (colData-slot) of igc cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","igc_colData_20230215.Rds","curatedPCaData/igc_colData_20230215.Rds","clinical"
"igc_sampleMap_20230215","igc_sampleMap_20230215 MAE-object sampleMap of igc cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE2109",NA,"Homo sapiens","9606",NA,"IGC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","igc_sampleMap_20230215.Rds","curatedPCaData/igc_sampleMap_20230215.Rds","sampleMap"
"kim_gex.rma_20230215","kim_gex.rma_20230215 Gene expression (RMA) data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_gex.rma_20230215.Rds","curatedPCaData/kim_gex.rma_20230215.Rds","gex.rma"
"kim_cibersort_20230215","kim_cibersort_20230215 Deconvolution using CIBERSORTx data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_cibersort_20230215.Rds","curatedPCaData/kim_cibersort_20230215.Rds","cibersort"
"kim_xcell_20230215","kim_xcell_20230215 Deconvolution using xCell data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_xcell_20230215.Rds","curatedPCaData/kim_xcell_20230215.Rds","xcell"
"kim_epic_20230215","kim_epic_20230215 Deconvolution using EPIC data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_epic_20230215.Rds","curatedPCaData/kim_epic_20230215.Rds","epic"
"kim_quantiseq_20230215","kim_quantiseq_20230215 Deconvolution using quanTIseq data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_quantiseq_20230215.Rds","curatedPCaData/kim_quantiseq_20230215.Rds","quantiseq"
"kim_mcp_20230215","kim_mcp_20230215 Deconvolution using MCP counter data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_mcp_20230215.Rds","curatedPCaData/kim_mcp_20230215.Rds","mcp"
"kim_estimate_20230215","kim_estimate_20230215 Deconvolution using ESTIMATE data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_estimate_20230215.Rds","curatedPCaData/kim_estimate_20230215.Rds","estimate"
"kim_scores_20230215","kim_scores_20230215 Various gene expression risk and marker scores data of kim cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kim_scores_20230215.Rds","curatedPCaData/kim_scores_20230215.Rds","scores"
"kim_colData_20230215","kim_colData_20230215 Clinical metadata (colData-slot) of kim cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","kim_colData_20230215.Rds","curatedPCaData/kim_colData_20230215.Rds","clinical"
"kim_sampleMap_20230215","kim_sampleMap_20230215 MAE-object sampleMap of kim cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119616",NA,"Homo sapiens","9606",NA,"GenomeDx","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","kim_sampleMap_20230215.Rds","curatedPCaData/kim_sampleMap_20230215.Rds","sampleMap"
"kunderfranco_gex.logr_20230215","kunderfranco_gex.logr_20230215 Gene expression (Log-ratios) data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_gex.logr_20230215.Rds","curatedPCaData/kunderfranco_gex.logr_20230215.Rds","gex.logr"
"kunderfranco_cibersort_20230215","kunderfranco_cibersort_20230215 Deconvolution using CIBERSORTx data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_cibersort_20230215.Rds","curatedPCaData/kunderfranco_cibersort_20230215.Rds","cibersort"
"kunderfranco_xcell_20230215","kunderfranco_xcell_20230215 Deconvolution using xCell data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_xcell_20230215.Rds","curatedPCaData/kunderfranco_xcell_20230215.Rds","xcell"
"kunderfranco_epic_20230215","kunderfranco_epic_20230215 Deconvolution using EPIC data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_epic_20230215.Rds","curatedPCaData/kunderfranco_epic_20230215.Rds","epic"
"kunderfranco_quantiseq_20230215","kunderfranco_quantiseq_20230215 Deconvolution using quanTIseq data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_quantiseq_20230215.Rds","curatedPCaData/kunderfranco_quantiseq_20230215.Rds","quantiseq"
"kunderfranco_estimate_20230215","kunderfranco_estimate_20230215 Deconvolution using ESTIMATE data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_estimate_20230215.Rds","curatedPCaData/kunderfranco_estimate_20230215.Rds","estimate"
"kunderfranco_scores_20230215","kunderfranco_scores_20230215 Various gene expression risk and marker scores data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_scores_20230215.Rds","curatedPCaData/kunderfranco_scores_20230215.Rds","scores"
"kunderfranco_mcp_20230215","kunderfranco_mcp_20230215 Deconvolution using MCP counter data of kunderfranco cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","kunderfranco_mcp_20230215.Rds","curatedPCaData/kunderfranco_mcp_20230215.Rds","mcp"
"kunderfranco_colData_20230215","kunderfranco_colData_20230215 Clinical metadata (colData-slot) of kunderfranco cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","kunderfranco_colData_20230215.Rds","curatedPCaData/kunderfranco_colData_20230215.Rds","clinical"
"kunderfranco_sampleMap_20230215","kunderfranco_sampleMap_20230215 MAE-object sampleMap of kunderfranco cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE14206",NA,"Homo sapiens","9606",NA,"Oncology Institute of Southern Switzerland","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","kunderfranco_sampleMap_20230215.Rds","curatedPCaData/kunderfranco_sampleMap_20230215.Rds","sampleMap"
"ren_gex.relz_20230215","ren_gex.relz_20230215 Gene expression (Relative z-score) data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_gex.relz_20230215.Rds","curatedPCaData/ren_gex.relz_20230215.Rds","gex.relz"
"ren_mut_20230215","ren_mut_20230215 Mutation data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","RaggedExperiment","Rds","ren_mut_20230215.Rds","curatedPCaData/ren_mut_20230215.Rds","mut"
"ren_cibersort_20230215","ren_cibersort_20230215 Deconvolution using CIBERSORTx data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_cibersort_20230215.Rds","curatedPCaData/ren_cibersort_20230215.Rds","cibersort"
"ren_xcell_20230215","ren_xcell_20230215 Deconvolution using xCell data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_xcell_20230215.Rds","curatedPCaData/ren_xcell_20230215.Rds","xcell"
"ren_epic_20230215","ren_epic_20230215 Deconvolution using EPIC data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_epic_20230215.Rds","curatedPCaData/ren_epic_20230215.Rds","epic"
"ren_quantiseq_20230215","ren_quantiseq_20230215 Deconvolution using quanTIseq data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_quantiseq_20230215.Rds","curatedPCaData/ren_quantiseq_20230215.Rds","quantiseq"
"ren_mcp_20230215","ren_mcp_20230215 Deconvolution using MCP counter data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_mcp_20230215.Rds","curatedPCaData/ren_mcp_20230215.Rds","mcp"
"ren_estimate_20230215","ren_estimate_20230215 Deconvolution using ESTIMATE data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_estimate_20230215.Rds","curatedPCaData/ren_estimate_20230215.Rds","estimate"
"ren_scores_20230215","ren_scores_20230215 Various gene expression risk and marker scores data of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","ren_scores_20230215.Rds","curatedPCaData/ren_scores_20230215.Rds","scores"
"ren_colData_20230215","ren_colData_20230215 Clinical metadata (colData-slot) of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","ren_colData_20230215.Rds","curatedPCaData/ren_colData_20230215.Rds","clinical"
"ren_sampleMap_20230215","ren_sampleMap_20230215 MAE-object sampleMap of ren cohort in curatedPCaData package","3.17",NA,"TXT","https://www.cbioportal.org/study/summary?id=prad_eururol_2017",NA,"Homo sapiens","9606",NA,"Shanghai Changhai Hospital","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","ren_sampleMap_20230215.Rds","curatedPCaData/ren_sampleMap_20230215.Rds","sampleMap"
"sun_gex.rma_20230215","sun_gex.rma_20230215 Gene expression (RMA) data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_gex.rma_20230215.Rds","curatedPCaData/sun_gex.rma_20230215.Rds","gex.rma"
"sun_cibersort_20230215","sun_cibersort_20230215 Deconvolution using CIBERSORTx data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_cibersort_20230215.Rds","curatedPCaData/sun_cibersort_20230215.Rds","cibersort"
"sun_xcell_20230215","sun_xcell_20230215 Deconvolution using xCell data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_xcell_20230215.Rds","curatedPCaData/sun_xcell_20230215.Rds","xcell"
"sun_epic_20230215","sun_epic_20230215 Deconvolution using EPIC data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_epic_20230215.Rds","curatedPCaData/sun_epic_20230215.Rds","epic"
"sun_quantiseq_20230215","sun_quantiseq_20230215 Deconvolution using quanTIseq data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_quantiseq_20230215.Rds","curatedPCaData/sun_quantiseq_20230215.Rds","quantiseq"
"sun_estimate_20230215","sun_estimate_20230215 Deconvolution using ESTIMATE data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_estimate_20230215.Rds","curatedPCaData/sun_estimate_20230215.Rds","estimate"
"sun_scores_20230215","sun_scores_20230215 Various gene expression risk and marker scores data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_scores_20230215.Rds","curatedPCaData/sun_scores_20230215.Rds","scores"
"sun_mcp_20230215","sun_mcp_20230215 Deconvolution using MCP counter data of sun cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","sun_mcp_20230215.Rds","curatedPCaData/sun_mcp_20230215.Rds","mcp"
"sun_colData_20230215","sun_colData_20230215 Clinical metadata (colData-slot) of sun cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","sun_colData_20230215.Rds","curatedPCaData/sun_colData_20230215.Rds","clinical"
"sun_sampleMap_20230215","sun_sampleMap_20230215 MAE-object sampleMap of sun cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE25136",NA,"Homo sapiens","9606",NA,"M. D. Anderson Cancer Center","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","sun_sampleMap_20230215.Rds","curatedPCaData/sun_sampleMap_20230215.Rds","sampleMap"
"taylor_cna.gistic_20230215","taylor_cna.gistic_20230215 Copy number alteration GISTIC data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_cna.gistic_20230215.Rds","curatedPCaData/taylor_cna.gistic_20230215.Rds","cna.gistic"
"taylor_cna.logr_20230215","taylor_cna.logr_20230215 Copy number alteration log-ratios data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_cna.logr_20230215.Rds","curatedPCaData/taylor_cna.logr_20230215.Rds","cna.logr"
"taylor_gex.rma_20230215","taylor_gex.rma_20230215 Gene expression (RMA) data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_gex.rma_20230215.Rds","curatedPCaData/taylor_gex.rma_20230215.Rds","gex.rma"
"taylor_mut_20230215","taylor_mut_20230215 Mutation data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","RaggedExperiment","Rds","taylor_mut_20230215.Rds","curatedPCaData/taylor_mut_20230215.Rds","mut"
"taylor_cibersort_20230215","taylor_cibersort_20230215 Deconvolution using CIBERSORTx data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_cibersort_20230215.Rds","curatedPCaData/taylor_cibersort_20230215.Rds","cibersort"
"taylor_xcell_20230215","taylor_xcell_20230215 Deconvolution using xCell data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_xcell_20230215.Rds","curatedPCaData/taylor_xcell_20230215.Rds","xcell"
"taylor_epic_20230215","taylor_epic_20230215 Deconvolution using EPIC data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_epic_20230215.Rds","curatedPCaData/taylor_epic_20230215.Rds","epic"
"taylor_quantiseq_20230215","taylor_quantiseq_20230215 Deconvolution using quanTIseq data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_quantiseq_20230215.Rds","curatedPCaData/taylor_quantiseq_20230215.Rds","quantiseq"
