Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM268529,Patient 320 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268529/suppl,,Robert B. Jenkins,10-Jun-08
GSM268530,Patient 336 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268530/suppl,,Robert B. Jenkins,10-Jun-08
GSM268531,Patient 345 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268531/suppl,,Robert B. Jenkins,10-Jun-08
GSM268532,Patient 353 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268532/suppl,,Robert B. Jenkins,10-Jun-08
GSM268533,Patient 361 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268533/suppl,,Robert B. Jenkins,10-Jun-08
GSM268534,Patient 374 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268534/suppl,,Robert B. Jenkins,10-Jun-08
GSM268535,Patient 008 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268535/suppl,,Robert B. Jenkins,10-Jun-08
GSM268536,Patient 296 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268536/suppl,,Robert B. Jenkins,10-Jun-08
GSM268537,Patient 304 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268537/suppl,,Robert B. Jenkins,10-Jun-08
GSM268538,Patient 313 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268538/suppl,,Robert B. Jenkins,10-Jun-08
GSM268539,Patient 321 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268539/suppl,,Robert B. Jenkins,10-Jun-08
GSM268540,Patient 329 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268540/suppl,,Robert B. Jenkins,10-Jun-08
GSM268541,Patient 337 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268541/suppl,,Robert B. Jenkins,10-Jun-08
GSM268542,Patient 346 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268542/suppl,,Robert B. Jenkins,10-Jun-08
GSM268543,Patient 354 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268543/suppl,,Robert B. Jenkins,10-Jun-08
GSM268544,Patient 369 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268544/suppl,,Robert B. Jenkins,10-Jun-08
GSM268545,Patient 016 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268545/suppl,,Robert B. Jenkins,10-Jun-08
GSM268546,Patient 297 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268546/suppl,,Robert B. Jenkins,10-Jun-08
GSM268547,Patient 305 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268547/suppl,,Robert B. Jenkins,10-Jun-08
GSM268548,Patient 314 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268548/suppl,,Robert B. Jenkins,10-Jun-08
GSM268549,Patient 322 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268549/suppl,,Robert B. Jenkins,10-Jun-08
GSM268550,Patient 330 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268550/suppl,,Robert B. Jenkins,10-Jun-08
GSM268551,Patient 338 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268551/suppl,,Robert B. Jenkins,10-Jun-08
GSM268552,Patient 347 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268552/suppl,,Robert B. Jenkins,10-Jun-08
GSM268553,Patient 355 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268553/suppl,,Robert B. Jenkins,10-Jun-08
GSM268554,Patient 363 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268554/suppl,,Robert B. Jenkins,10-Jun-08
GSM268555,Patient 370 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268555/suppl,,Robert B. Jenkins,10-Jun-08
GSM268556,Patient 375 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268556/suppl,,Robert B. Jenkins,10-Jun-08
GSM268557,Patient 028 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268557/suppl,,Robert B. Jenkins,10-Jun-08
GSM268558,Patient 298 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268558/suppl,,Robert B. Jenkins,10-Jun-08
GSM268559,Patient 306 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268559/suppl,,Robert B. Jenkins,10-Jun-08
GSM268560,Patient 315 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268560/suppl,,Robert B. Jenkins,10-Jun-08
GSM268561,Patient 323 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268561/suppl,,Robert B. Jenkins,10-Jun-08
GSM268562,Patient 331 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268562/suppl,,Robert B. Jenkins,10-Jun-08
GSM268563,Patient 339 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268563/suppl,,Robert B. Jenkins,10-Jun-08
GSM268564,Patient 348 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268564/suppl,,Robert B. Jenkins,10-Jun-08
GSM268565,Patient 356 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268565/suppl,,Robert B. Jenkins,10-Jun-08
GSM268566,Patient 364 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268566/suppl,,Robert B. Jenkins,10-Jun-08
GSM268567,Patient 371 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268567/suppl,,Robert B. Jenkins,10-Jun-08
GSM268568,Patient 376 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268568/suppl,,Robert B. Jenkins,10-Jun-08
GSM268569,Patient 034 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268569/suppl,,Robert B. Jenkins,10-Jun-08
GSM268570,Patient 299 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268570/suppl,,Robert B. Jenkins,10-Jun-08
GSM268571,Patient 316 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268571/suppl,,Robert B. Jenkins,10-Jun-08
GSM268572,Patient 324 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268572/suppl,,Robert B. Jenkins,10-Jun-08
GSM268573,Patient 332 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268573/suppl,,Robert B. Jenkins,10-Jun-08
GSM268574,Patient 341 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268574/suppl,,Robert B. Jenkins,10-Jun-08
GSM268575,Patient 349 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268575/suppl,,Robert B. Jenkins,10-Jun-08
GSM268576,Patient 357 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268576/suppl,,Robert B. Jenkins,10-Jun-08
GSM268577,Patient 365 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268577/suppl,,Robert B. Jenkins,10-Jun-08
GSM268578,Patient 372 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268578/suppl,,Robert B. Jenkins,10-Jun-08
GSM268579,Patient 292 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268579/suppl,,Robert B. Jenkins,10-Jun-08
GSM268580,Patient 300 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268580/suppl,,Robert B. Jenkins,10-Jun-08
GSM268581,Patient 308 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268581/suppl,,Robert B. Jenkins,10-Jun-08
GSM268582,Patient 317 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268582/suppl,,Robert B. Jenkins,10-Jun-08
GSM268583,Patient 325 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268583/suppl,,Robert B. Jenkins,10-Jun-08
GSM268584,Patient 342 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268584/suppl,,Robert B. Jenkins,10-Jun-08
GSM268585,Patient 350 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268585/suppl,,Robert B. Jenkins,10-Jun-08
GSM268586,Patient 358 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268586/suppl,,Robert B. Jenkins,10-Jun-08
GSM268587,Patient 366 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268587/suppl,,Robert B. Jenkins,10-Jun-08
GSM268588,Patient 378 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268588/suppl,,Robert B. Jenkins,10-Jun-08
GSM268589,Patient 293 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268589/suppl,,Robert B. Jenkins,10-Jun-08
GSM268590,Patient 318 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268590/suppl,,Robert B. Jenkins,10-Jun-08
GSM268591,Patient 326 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268591/suppl,,Robert B. Jenkins,10-Jun-08
GSM268592,Patient 334 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268592/suppl,,Robert B. Jenkins,10-Jun-08
GSM268593,Patient 343 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268593/suppl,,Robert B. Jenkins,10-Jun-08
GSM268594,Patient 359 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268594/suppl,,Robert B. Jenkins,10-Jun-08
GSM268595,Patient 373 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268595/suppl,,Robert B. Jenkins,10-Jun-08
GSM268596,Patient 380 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268596/suppl,,Robert B. Jenkins,10-Jun-08
GSM268597,Patient 387 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268597/suppl,,Robert B. Jenkins,10-Jun-08
GSM268598,Patient 395 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268598/suppl,,Robert B. Jenkins,10-Jun-08
GSM268599,Patient 403 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268599/suppl,,Robert B. Jenkins,10-Jun-08
GSM268600,Patient 411 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268600/suppl,,Robert B. Jenkins,10-Jun-08
GSM268601,Patient 419 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268601/suppl,,Robert B. Jenkins,10-Jun-08
GSM268602,Patient 427 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268602/suppl,,Robert B. Jenkins,10-Jun-08
GSM268603,Patient 437 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268603/suppl,,Robert B. Jenkins,10-Jun-08
GSM268604,Patient 445 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268604/suppl,,Robert B. Jenkins,10-Jun-08
GSM268605,Patient 453 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268605/suppl,,Robert B. Jenkins,10-Jun-08
GSM268606,Patient 381 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268606/suppl,,Robert B. Jenkins,10-Jun-08
GSM268607,Patient 388 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268607/suppl,,Robert B. Jenkins,10-Jun-08
GSM268608,Patient 396 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268608/suppl,,Robert B. Jenkins,10-Jun-08
GSM268609,Patient 404 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268609/suppl,,Robert B. Jenkins,10-Jun-08
GSM268610,Patient 412 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268610/suppl,,Robert B. Jenkins,10-Jun-08
GSM268611,Patient 420 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268611/suppl,,Robert B. Jenkins,10-Jun-08
GSM268612,Patient 438 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268612/suppl,,Robert B. Jenkins,10-Jun-08
GSM268613,Patient 446 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268613/suppl,,Robert B. Jenkins,10-Jun-08
GSM268614,Patient 460 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268614/suppl,,Robert B. Jenkins,10-Jun-08
GSM268615,Patient 382 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268615/suppl,,Robert B. Jenkins,10-Jun-08
GSM268616,Patient 389 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268616/suppl,,Robert B. Jenkins,10-Jun-08
GSM268617,Patient 397 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268617/suppl,,Robert B. Jenkins,10-Jun-08
GSM268618,Patient 405 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268618/suppl,,Robert B. Jenkins,10-Jun-08
GSM268619,Patient 413 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268619/suppl,,Robert B. Jenkins,10-Jun-08
GSM268620,Patient 421 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268620/suppl,,Robert B. Jenkins,10-Jun-08
GSM268621,Patient 439 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268621/suppl,,Robert B. Jenkins,10-Jun-08
GSM268622,Patient 447 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268622/suppl,,Robert B. Jenkins,10-Jun-08
GSM268623,Patient 454 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268623/suppl,,Robert B. Jenkins,10-Jun-08
GSM268624,Patient 461 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268624/suppl,,Robert B. Jenkins,10-Jun-08
GSM268625,Patient 040 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268625/suppl,,Robert B. Jenkins,10-Jun-08
GSM268626,Patient 390 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268626/suppl,,Robert B. Jenkins,10-Jun-08
GSM268627,Patient 398 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268627/suppl,,Robert B. Jenkins,10-Jun-08
GSM268628,Patient 406 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268628/suppl,,Robert B. Jenkins,10-Jun-08
GSM268629,Patient 414 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268629/suppl,,Robert B. Jenkins,10-Jun-08
GSM268630,Patient 422 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268630/suppl,,Robert B. Jenkins,10-Jun-08
GSM268631,Patient 430 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268631/suppl,,Robert B. Jenkins,10-Jun-08
GSM268632,Patient 448 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268632/suppl,,Robert B. Jenkins,10-Jun-08
GSM268633,Patient 455 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268633/suppl,,Robert B. Jenkins,10-Jun-08
GSM268634,Patient 462 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268634/suppl,,Robert B. Jenkins,10-Jun-08
GSM268635,Patient 060 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268635/suppl,,Robert B. Jenkins,10-Jun-08
GSM268636,Patient 383 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268636/suppl,,Robert B. Jenkins,10-Jun-08
GSM268637,Patient 399 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268637/suppl,,Robert B. Jenkins,10-Jun-08
