"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation"
"GSM527901","Prostate tumor PCA0065 transcript","GSM527901","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0065","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527901/GSM527901_YX_Exon1_PCA0065.CEL.gz","43419","Alternative to: GSM526177 (gene-level analysis)"
"GSM527902","Prostate tumor PCA0066 transcript","GSM527902","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0066","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2B","pathological_stage: T3B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527902/GSM527902_YX_Exon1_PCA0066.CEL.gz","43419","Alternative to: GSM526178 (gene-level analysis)"
"GSM527903","Prostate tumor PCA0068 transcript","GSM527903","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0068","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2B","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527903/GSM527903_YX_Exon1_PCA0068.CEL.gz","43419","Alternative to: GSM526179 (gene-level analysis)"
"GSM527904","Prostate tumor PCA0073 transcript","GSM527904","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0073","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T3A","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527904/GSM527904_YX_Exon1_PCA0073.CEL.gz","43419","Alternative to: GSM526180 (gene-level analysis)"
"GSM527905","Prostate tumor PCA0074 transcript","GSM527905","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0074","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527905/GSM527905_YX_Exon1_PCA0074.CEL.gz","43419","Alternative to: GSM526181 (gene-level analysis)"
"GSM527906","Prostate tumor PCA0075 transcript","GSM527906","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0075","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2A","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527906/GSM527906_YX_Exon1_PCA0075.CEL.gz","43419","Alternative to: GSM526182 (gene-level analysis)"
"GSM527907","Prostate tumor PCA0077 transcript","GSM527907","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0077","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2B","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527907/GSM527907_YX_Exon1_PCA0077.CEL.gz","43419","Alternative to: GSM526183 (gene-level analysis)"
"GSM527908","Prostate tumor PCA0080 transcript","GSM527908","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0080","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 8","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527908/GSM527908_YX_Exon1_PCA0080.CEL.gz","43419","Alternative to: GSM526184 (gene-level analysis)"
"GSM527909","Prostate tumor PCA0081 transcript","GSM527909","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0081","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2B","pathological_stage: T4","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527909/GSM527909_YX_Exon1_PCA0081.CEL.gz","43419","Alternative to: GSM526185 (gene-level analysis)"
"GSM527910","Prostate tumor PCA0082 transcript","GSM527910","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0082","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527910/GSM527910_YX_Exon1_PCA0082.CEL.gz","43419","Alternative to: GSM526186 (gene-level analysis)"
"GSM527911","Prostate tumor PCA0083 transcript","GSM527911","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0083","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T3","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527911/GSM527911_YX_Exon1_PCA0083.CEL.gz","43419","Alternative to: GSM526187 (gene-level analysis)"
"GSM527912","Prostate tumor PCA0084 transcript","GSM527912","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0084","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527912/GSM527912_YX_PCA0084_HuEx_1.CEL.gz","43419","Alternative to: GSM526188 (gene-level analysis)"
"GSM527913","Prostate tumor PCA0086 transcript","GSM527913","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0086","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T1C","pathological_stage: T2A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527913/GSM527913_YX_Exon1_PCA0086.CEL.gz","43419","Alternative to: GSM526189 (gene-level analysis)"
"GSM527914","Prostate tumor PCA0087 transcript","GSM527914","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0087","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2C","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527914/GSM527914_YX_Exon1_PCA0087.CEL.gz","43419","Alternative to: GSM526190 (gene-level analysis)"
"GSM527915","Prostate tumor PCA0089 transcript","GSM527915","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0089","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2C","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527915/GSM527915_YX_Exon1_PCA0089.CEL.gz","43419","Alternative to: GSM526191 (gene-level analysis)"
"GSM527916","Prostate tumor PCA0090 transcript","GSM527916","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0090","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T3B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527916/GSM527916_YX_Exon1_PCA0090.CEL.gz","43419","Alternative to: GSM526192 (gene-level analysis)"
"GSM527917","Prostate tumor PCA0092 transcript","GSM527917","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0092","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T3A","pathological_stage: T4","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527917/GSM527917_YX_Exon1_PCA0092.CEL.gz","43419","Alternative to: GSM526193 (gene-level analysis)"
"GSM527918","Prostate tumor PCA0093 transcript","GSM527918","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0093","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527918/GSM527918_YX_Exon1_PCA0093.CEL.gz","43419","Alternative to: GSM526194 (gene-level analysis)"
"GSM527919","Prostate tumor PCA0094 transcript","GSM527919","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0094","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527919/GSM527919_YX_Exon1_PCA0094.CEL.gz","43419","Alternative to: GSM526195 (gene-level analysis)"
"GSM527920","Prostate tumor PCA0095 transcript","GSM527920","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0095","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T4","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527920/GSM527920_YX_Exon1_PCA0095.CEL.gz","43419","Alternative to: GSM526196 (gene-level analysis)"
"GSM527921","Prostate tumor PCA0096 transcript","GSM527921","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0096","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2A","pathological_stage: T3B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527921/GSM527921_YX_Exon1_PCA0096.CEL.gz","43419","Alternative to: GSM526197 (gene-level analysis)"
"GSM527922","Prostate tumor PCA0097 transcript","GSM527922","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0097","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527922/GSM527922_YX_Exon1_PCA0097.CEL.gz","43419","Alternative to: GSM526198 (gene-level analysis)"
