"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","supplementary_file.2","supplementary_file.3","data_row_count"
"GSM208207","Fusion: No, Deletion: No (prostate_41434)","GSM208207","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208207/GSM208207_1491585_R008_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208207/GSM208207_1514601003_R008_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208207/GSM208207_1514610021_R008_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208207/GSM208207_1514610023_R008_C001.txt.gz","6144"
"GSM208208","Fusion: No, Deletion: unknown (prostate_41517)","GSM208208","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208208/GSM208208_1491585_R002_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208208/GSM208208_1514601003_R002_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208208/GSM208208_1514610021_R002_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208208/GSM208208_1514610023_R002_C002.txt.gz","6144"
"GSM208209","Fusion: Yes, Deletion: Yes (prostate_41533)","GSM208209","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: YES","DELETION: YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208209/GSM208209_1491585_R002_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208209/GSM208209_1514601003_R002_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208209/GSM208209_1514610021_R002_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208209/GSM208209_1514610023_R002_C010.txt.gz","6144"
"GSM208210","Fusion: No, Deletion: No (prostate_41541)","GSM208210","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208210/GSM208210_1491585_R003_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208210/GSM208210_1514601003_R003_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208210/GSM208210_1514610021_R003_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208210/GSM208210_1514610023_R003_C009.txt.gz","6144"
"GSM208211","Fusion: No, Deletion: unknown (prostate_41558)","GSM208211","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208211/GSM208211_1491585_R004_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208211/GSM208211_1514601003_R004_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208211/GSM208211_1514610021_R004_C005.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208211/GSM208211_1514610023_R004_C005.txt.gz","6144"
"GSM208212","Fusion: No, Deletion: unknown (prostate_41566)","GSM208212","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208212/GSM208212_1491585_R005_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208212/GSM208212_1514601003_R005_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208212/GSM208212_1514610021_R005_C001.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208212/GSM208212_1514610023_R005_C001.txt.gz","6144"
"GSM208213","Fusion: No, Deletion: No (prostate_41590)","GSM208213","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208213/GSM208213_1491585_R005_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208213/GSM208213_1514601003_R005_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208213/GSM208213_1514610021_R005_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208213/GSM208213_1514610023_R005_C009.txt.gz","6144"
"GSM208214","Fusion: Yes, Deletion: No (prostate_41616)","GSM208214","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: YES","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208214/GSM208214_1514601013_R002_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208214/GSM208214_1514610006_R002_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208214/GSM208214_1514610018_R002_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208214/GSM208214_1514610020_R002_C006.txt.gz","6144"
"GSM208215","Fusion: No, Deletion: No (prostate_41665)","GSM208215","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208215/GSM208215_1491585_R001_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208215/GSM208215_1514601003_R001_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208215/GSM208215_1514610021_R001_C006.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208215/GSM208215_1514610023_R001_C006.txt.gz","6144"
"GSM208216","Fusion: No, Deletion: unknown (prostate_41699)","GSM208216","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208216/GSM208216_1514601013_R002_C007.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208216/GSM208216_1514610006_R002_C007.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208216/GSM208216_1514610018_R002_C007.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208216/GSM208216_1514610020_R002_C007.txt.gz","6144"
"GSM208217","Fusion: No, Deletion: unknown (prostate_41756)","GSM208217","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208217/GSM208217_1514601013_R002_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208217/GSM208217_1514610006_R002_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208217/GSM208217_1514610018_R002_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208217/GSM208217_1514610020_R002_C004.txt.gz","6144"
"GSM208218","Fusion: No, Deletion: No (prostate_41871)","GSM208218","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208218/GSM208218_1514601013_R002_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208218/GSM208218_1514610006_R002_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208218/GSM208218_1514610018_R002_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208218/GSM208218_1514610020_R002_C003.txt.gz","6144"
"GSM208219","Fusion: No, Deletion: unknown (prostate_41996)","GSM208219","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208219/GSM208219_1491585_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208219/GSM208219_1514601003_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208219/GSM208219_1514610021_R003_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208219/GSM208219_1514610023_R003_C003.txt.gz","6144"
"GSM208220","Fusion: No, Deletion: unknown (prostate_42036)","GSM208220","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208220/GSM208220_1514601013_R001_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208220/GSM208220_1514610006_R001_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208220/GSM208220_1514610018_R001_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208220/GSM208220_1514610020_R001_C011.txt.gz","6144"
"GSM208221","Fusion: No, Deletion: No (prostate_42093)","GSM208221","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION: NO","DELETION: NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional information","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208221/GSM208221_1514601013_R001_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208221/GSM208221_1514610006_R001_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208221/GSM208221_1514610018_R001_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208221/GSM208221_1514610020_R001_C012.txt.gz","6144"
